Net: Toplevel network.	Alt1	Alt2	Alt3	B1	B2	B3	C1	C2	C3	C4	D1	D2	A1	A2	A3	A4	A5	
Alt1	0	0	0	0.455249940706017352569895807378274582015470446710887597178443113705342842481298	0.3355135856203221959401385659800219088853235554321925933754972918572781167986356	0.3983454254743540345150366128299625264988349116635488625066935429565918590695662	0.4154561332381484759800371970227607029830055356956865406022212622110443629411473	0.147178538997123192251578200533052259417268559503441482627751783774198422344738	0.2578642533248801322525016819168546918018813564897736429288647922984180448062829	0.5295969656067243543982490078961441563786192188796634668016416501774274111486688	0.4618633126317861714056557228490151451620796205960897877486104329371132892339045	0.3737743882232700144547511716592423458303203632071298816378208593961721239479267	0.399996679061879473859060788154900624016221461080487995812846530787875148827367	0.4999910644312796965431637524371325656052360958618477572072960433092617525932752	0.08335589252710382674597688808803291660471336969418248794218531917366327337313269	0.0625279786931969117814187249307964834594041877687364886921017266073078464559162	0.6249806830605639120308127844641995633456821374137523033519944609076085413480354	
Alt2	0	0	0	0.2219553763699515399479525237054225947294785724243634407620277380577844637589803	0.1570500219577174012959393790756513884845989165667136252223276216695411770117115	0.2323314117339594999669637966655510263933210844446111165576639788730705577939086	0.1773687526097342467938616373544596885756796463525612880552701632466940138013022	0.3435168227829265095722509301038429233407964166441442563753735944737915707888297	0.2231410472082958087320685518031861836273791053654136114491966822681745233223122	0.3050352740948629759832743145284035288102607818942500751167888159025565736782182	0.2255790334584688508654027477402885250847465565097374302751016852669382420724097	0.1778152394855543084735622395719348673934542706596533204385838365630663702748929	0.4666539479032311770434043701459171707766404082546811261367047560561465265280578	0.0833540377277462295829744224744462010188698389831972582283290310889631101049691	0.8332886684025940912824808087620442599912137610349743735756572429380742990385062	0.3125008212489495597437007730832187403608577008541818474993107864439685020539803	0.2500060743590889854404963666760470308856692993158945376593132266710598842042977	
Alt3	0	0	0	0.3227946829240311074821516689163028232550509808647489620595291482368726937597216	0.5074363924219604027639220549443267026300775280010937814021750864731807061896529	0.3693231627916864655179995905044864471078440038918400209356424781703375831365252	0.4071751141521172772261011656227796084413148179517521713425085745422616232575504	0.5093046382199502981761708693631048172419350238524142609968746217520100068664324	0.5189946994668240590154297662799591245707395381448127456219385254334074318714049	0.165367760298412669618476677575452314811119999226086458081569533920016015173113	0.3125576539097449777289415294106963297531738228941727819762878817959484686936857	0.4484103722911756770716865887688227867762253661332167979235953040407615057771804	0.1333493730348893490975348416991822052071381306648308780504487131559783246445752	0.4166548978409740738738618250884212333758940651549549845643749256017751373017557	0.08335543907030208197154230314992282340407286927084313848215743788826242758836108	0.6249712000578535284748805019859847761797381113770816638085874869487236514901035	0.1250132425803471025286908488597534057686485632703531589886923124213315744476669	
B1	0	0	0	0	0.6160529890347284795474448808848079830067806911106140495811713906399497261719156	0.4349806189175286902331761654359711298515905753179961671700232726453815122830302	0.2223145046349943464333682989657420087320960669351484131482824603693743199786788	0.4502980073617272996646361399795192686839084507914120306095753233387317606436893	0.2726813457849348933802254873712067066657264860264209204039585451734412067889134	0.3608217230745736922941031635834959530510283428170884141845801697331949602199746	0.1764793768629867408665215000951501259571982333403348896619726761290611133002295	0.1666754171484298693462250585949850350748735560298165218260702803300240551788311	0.4566204412144520336111879096536539628173619025041837983747295815514651323139798	0.3799619415750303913430123921990673628671225315201958205699942218698732200821756	0.2872715107454931222226328467106330176246406263563443523456196040279173099245819	0.1437213007132026840942263788014522299020341111769402868511423572956094306030141	0.1701265463271522104277947165564856296644748638261235350988901209150848416149299	
B2	0	0	0	0.5134454156408995693517747859530380625102139748956965198997061797677482863382915	0	0.5650193810824713097668238345640288701484094246820038328299767273546184877169698	0.4343835576527080326351593884175765716730346901242944947083883971367222746795984	0.3269758652222503631486564942278374927033884166529044737100228048625759442490543	0.4260680302315245228563206573771952681822769746301848405404707437235653201803119	0.4071155365934729321271100564290311368508023403179548937165984015269458966896423	0.3529427362464190510204943440308473724580296515756105278618709138833898047480167	0.3333366540740690030664603049626205775543191031143248463132299802973373037137805	0.3226277948119614021092910681864846861467355338718193461485858233896242504142376	0.3399291570585474025367230656585994695363132513504712401475685456192471703157679	0.2145480060581839208564392382235548361857575086125531780561383084766198898850406	0.5236723870856331864061173145937396093302647854032286540131606291133749534650538	0.3402434762925119462096809501554916617869504708077476624032185261110775365991717	
B3	0	0	0	0.4865545843591004306482252140469619374897860251043034801002938202322517136617085	0.3839470109652715204525551191151920169932193088893859504188286093600502738280844	0	0.3433019377122976209314723126166814195948692429405570921433291424939034053417229	0.2227261274160223371867073657926432386127031325556834956804018717986922951072565	0.3012506239835405837634538552515980251519965393433942390555707111029934730307747	0.2320627403319533755787867799874729100981693168649566920988214287398591430903831	0.4705778868905942081129841558740025015847721150840545824761564099875490819517538	0.4999879287775011275873146364423943873708073408558586318606997393726386411073884	0.2207517639735865642795210221598613510359025636239968554766845950589106172717826	0.2801089013664222061202645421423331675965642171293329392824372325108796096020566	0.4981804831963229569209279150658121461896018650311024695982420874954628001903775	0.332606312201164129499656306604808160767701103419831059135697013591015615931932	0.4896299773803358433625243332880227085485746653661288024978913529738376217858984	
C1	0	0	0	0.2608696047457046101105528075343074509231339440207701529917869437569782990978339	0.4166619780775034880376901873713872146038787563683359574594165530720125545986838	0.1000055771192156204022043196888055372540317910005360927417839476924289865049342	0	0.3889921984241016704069127152313182382875087918591078931288924896579394803451117	0.392412490153209545069847661468144736788232764423757097061041338350766626598924	0.4596107776995162582761610410584068600826139494719108514001302926685982336933869	0.2237723747520002281939781597250913706192353538976377766613280283414816405675148	0.4577631760884663863361423443993786041268742343699545534432453564863443078163263	0.4635497182622034842485988615379499325181366133697468985345619838021243488552877	0.2482891167980474024564004362487444162325757622084852515364567771108779791076416	0.5258513281890195678458685278179150036169235480304279170594697184543173207909169	0.2482923506745522293057667029193073520982190583154953185541545060824144478966174	0.2320984806007651248553861080694096227109525919479764678095388494813787958905661	
C2	0	0	0	0.1304364661063268378143948122538796698299472071185111436167989183037007417622427	0.2083322299804673623186121275179880067731117231290917793745644130525058283864753	0.1999994418186190644989009995808662014242783970204517900235877384206558002806085	0.2033009576224891963676263472615493808192638096925995167041503989142352569887926	0	0.1971428825881241598882399003043310606511994408953167331053625014417225201270602	0.2248364475248197211449170725134410195138704777042951557469502158528777642072987	0.1151435732476574491176187956505940749916951991563916124355686253832961487592335	0.219119809581410575260838265972460621949390532171846324499966830030034306041175	0.1806681427242863588034455178926405591940738729078417736448451878169394212724483	0.0863418092409672353143589545546316508291331821727941336672668393020210772527093	0.2079748496623750086165659269580455343618158403130647562258642305011022266599324	0.08634467398627368279400340843592913479382674848843453294595571196871039691201681	0.07925169373207596090818618788392266464835774815583522192254748713847877066709928	
C3	0	0	0	0.1739163080769186049292793389531046189941656534235345433648152546512328861560114	0.3333309404437820418838112047139721471766927490362667261900911955427368918171506	0.2999992147314608547550502014095785427590532365967646589997361529941353334570403	0.2950989532940390405286793798447984915120921623777936581383587909323148454783503	0.2290176169807360555067530076223924529548940939961828021167172409485821072783647	0	0.3155527747756640205789218864281521204035155728237939928529194914785240020993144	0.1966236192188543271027975008293036289750733679603423530657730542084429784551786	0.180870124747185593637877028166434995733492849242123704455982522058422596576438	0.1260709928448738304717515208149565130289352373380493912906003079607775090529209	0.1405844956730673646662421086841428385547803704606860966774659522020861209000375	0.1218730436393005453791155889636822228567221524816809879978200820978665636254745	0.1405901928643879183432579149935587372024551211868342982852137527960086684921314	0.1416798396902640474070511196628173310417904985844876541143593662897810184845122	
C4	0	0	0	0.434777621071049947145773041258708260252753195437184160026598883288088072983912	0.04167485149824710775988648039665263144631677146630553697592783833274472519769027	0.399995766330704460343844479320749718562636575382247458234892160892779879757417	0.501600089083471763103694272893652127668644027929606825157490810153449897532857	0.3819901845951622740863342771462893087575971141447093047543902693934784123765236	0.4104446272586662950419124382275242025605677946809261698335961602075108532740158	0	0.4644604327814879955856055437950109254139960789856282578373302920667792322180732	0.1422468895829374447651423614617257781902423842160754176008052914251987895660606	0.2297111461686363264762040997544529952588542763843619365299925204201587208193432	0.5247845782879179975629985005124810943835106851580345181188104313850148227396117	0.1443007785093048781584499562603572391645384591748263387168459689467138889236763	0.5247727824747861695569719736512047759054990720092358502146760291528664866992344	0.5469699859768948668293765843838503815988991613117006561535542970903614149578224	
D1	0	0	0	0.6491513337150662335388562386448596352232556225338197239832350657737334318502341	0.6072966459512669884634908027716409127539996231504947148363275931724313708137666	0.7209697888402180444692895970469919422566895645055187051027383957166829187370985	0.8003853497566882854467856984630130704089121434656337238804048774873823069818809	0.5584517960707387000576554272038719483568507860188329968456067359393169247895008	0.6542083613563911404805387940125462579162396359869188624258495073996162067449355	0.7630918024219974851286754510539444869338628112512994282394571520020193086215971	0	1	0.3333490746598124192946710287863665096514336681573403916352940105081199974539486	0.9090782456090110007913465009508493840470512084219584831152571773372758604707827	0.1666922335640377249831450501080986087183198831114171001687444029842231270818713	0.9090781626305145829010575877115633219185711437463312184957342592668981262520344	0.9523671399691159249495886535150474233985382110008534502990794695361402531592165	
D2	0	0	0	0.3508486662849337664611437613551403647767443774661802760167649342262665681497659	0.3927033540487330115365091972283590872460003768495052851636724068275686291862334	0.2790302111597819555307104029530080577433104354944812948972616042833170812629015	0.1996146502433117145532143015369869295910878565343662761195951225126176930181191	0.4415482039292612999423445727961280516431492139811670031543932640606830752104992	0.3457916386436088595194612059874537420837603640130811375741504926003837932550645	0.2369081975780025148713245489460555130661371887487005717605428479979806913784029	1	0	0.6666509253401875807053289712136334903485663318426596083647059894918800025460514	0.09092175439098899920865349904915061595294879157804151688474282266272413952921726	0.8333077664359622750168549498919013912816801168885828998312555970157768729181287	0.09092183736948541709894241228843667808142885625366878150426574073310187374796558	0.04763286003088407505041134648495257660146178899914654970092053046385974684078355	
A1	0	0	0	0.1764399425830365084005833357851549567814559430489311753855260224218977335820194	0.2813425174729746021597316511806532464935698158743202990473469141066854769983537	0.108612970092733490835730542542525857550356779630220423017702077466923487234167	0.04348989858841553319689835044632422103276506507542784819521965112555148321314837	0.3448134511420573813799601636851674525997047434215799687285086988251261406416618	0.1351391094490130703328187818540185162153811469653776186323010773075134575099021	0.1724147895431298484174392194443861368255600734814047230658768737640899962214625	0.1699068091650810231901918547070454913168197106646614535067657148948930293018346	0.1600770566705673764197304466588383135408364617561626604609543719725840241902451	0	0.2360223657433117311735768993395501104441837060404550577227651059508801503208035	0.1971589823138844598289004491516813019659738122699082186624105190276428307683629	0.2749466342954547068224880556346277534632746655124222957031719093284086325808342	0.2244078852461980424396695034384330171190545355859384392342403147216308721727245	
A2	0	0	0	0.1028295057394474948397258424561781816376183003480138971177280902011833561845541	0.2244197035602065914793689290189418090901859739135816999611123356038933025947566	0.1639126693381145805604524014977325698095068703037466066663027701941428454475918	0.08696526187993670299436375364263589370883210167692780826363039689305210754581473	0.2758531581258060265195412490376201920173319709410463661599736428847193376147452	0.05406502459434047015586777702032887926993387912495064227967568308929332196847203	0.3448138632485653436776935652555445456346600804801341194914938858369814580530716	0.2011533052483595977528888379323019233924028605714342789978529249584798595786053	0.1618753791250924238440371402749235506697238665758772273246160321269500950895372	0.1835517967559135670947759349769486116630849081988223081046603484063094701214721	0	0.180088727394543658706799207791657430726352542334892402299105518938437764673655	0.265236729443357110978107006115775292348012703657822091220047743187814975576837	0.235580755976569931067006459538177197575986330239565910253594193974449580801707	
A3	0	0	0	0.2289540152044999790390462562611694901706376876634314747649125734691209512672612	0.1932859626138314790072175109278904294694793043637652669167686586167561989471889	0.1837442964973916067007770697996298759843974581829159265352690914199693703989522	0.1304384506362272172252848669008583101665561083312882294136633829383218713140803	0.206894488863491911893284294139539147723073954030817049245175614130099235655195	0.243237650634628028580015777610355056977666048796954682137944082252566167828577	0.06897475635995928609287880348633854447651669453707453735968714313635589947274639	0.1645834391964308225861497196115970709541387990205256000425168693560123757294368	0.180172678586082679738883235244027337600551575330088905730474141813984242562517	0.2644658751117919923697517829415531257864642007345878084159852667606690650040707	0.2429922475791880121350077951534569042148382988856933341957811472631481774559776	0	0.2404880736927623709649770808938055624432868545503530882323420851964193478098097	0.2383007322973797432736439886749432240982352387264014690073483308074872425623404	
A4	0	0	0	0.2231681305412989312307685163366912155370351964044427749645536574786930302610279	0.2156895536589565615024261765915597497551819492303305816816968688418017364581504	0.2935607546976635139642838941820626556532926824730563828778904749574405003533491	0.4347697298786980232137757009430159702538157965411042688676486762272619525213276	0.1379430284363315992913039257827083187488948987689443398981151307527018569835506	0.4864692039336390387709474997198375609111780284297679626097675355249634631844198	0.310342182403274986790799484256203214506413038491285542682227513770930887865073	0.2915103236021178265373533973022134892919335813375097712955838294219303885445583	0.2982174610976159311242506150730318891290856239802289113142356876175716311278713	0.2717832891325188398583439026272437683278411334427945957200550288794667382046017	0.2663822537480632426572714167037670915130579255867907215764247824154101213129085	0.3079017120436050469711808542602669705675461753085574075736813097174986499317393	0	0.3017106264798522832196800483484465612067238954480941815048171604964323044632281	
